"PATID","SEQID","FULLSEQID","COLDATE","TYPE","CENSORED","KEPT","DUPLICATE","DUPLICATES","NOTES"
"patient_2658","M77621","M77621_env_DPSC_1887",1887,"PLASMA",0,1,"M77621_env_DPSC_1887","",NA
"patient_2658","M77602","M77602_env_DPSC_1706",1706,"PLASMA",0,1,"M77602_env_DPSC_1706","",NA
"patient_2658","M77625","M77625_env_DPSC_1887",1887,"PLASMA",0,1,"M77625_env_DPSC_1887","",NA
"patient_2658","M77629","M77629_env_DPSC_1887",1887,"PLASMA",0,1,"M77629_env_DPSC_1887","",NA
"patient_2658","M77598","M77598_env_DPSC_1706",1706,"PLASMA",0,1,"M77598_env_DPSC_1706","",NA
"patient_2658","M77613","M77613_env_DPSC_1706",1706,"PLASMA",0,1,"M77613_env_DPSC_1706","M77605_env_DPSC_1706;M77610_env_DPSC_1706;M77631_env_DPSC_1887",NA
"patient_2658","M77597","M77597_env_DPSC_1706",1706,"PLASMA",0,1,"M77597_env_DPSC_1706","",NA
"patient_2658","M77631","M77631_env_DPSC_1887",1887,"PLASMA",0,0,"M77613_env_DPSC_1706","M77613_env_DPSC_1706;M77605_env_DPSC_1706;M77610_env_DPSC_1706",NA
"patient_2658","M77605","M77605_env_DPSC_1706",1706,"PLASMA",0,0,"M77613_env_DPSC_1706","M77613_env_DPSC_1706;M77610_env_DPSC_1706;M77631_env_DPSC_1887",NA
"patient_2658","M77610","M77610_env_DPSC_1706",1706,"PLASMA",0,0,"M77613_env_DPSC_1706","M77613_env_DPSC_1706;M77605_env_DPSC_1706;M77631_env_DPSC_1887",NA
"patient_2658","M77628","M77628_env_DPSC_1887",1887,"PLASMA",0,1,"M77628_env_DPSC_1887","",NA
"patient_2658","M77633","M77633_env_DPSC_1887",1887,"PLASMA",0,1,"M77633_env_DPSC_1887","M77632_env_DPSC_1887",NA
"patient_2658","M77632","M77632_env_DPSC_1887",1887,"PLASMA",0,0,"M77633_env_DPSC_1887","M77633_env_DPSC_1887",NA
"patient_2658","M77635","M77635_env_DPSC_1887",1887,"PLASMA",0,1,"M77635_env_DPSC_1887","",NA
"patient_2658","M77609","M77609_env_DPSC_1706",1706,"PLASMA",0,1,"M77609_env_DPSC_1706","",NA
"patient_2658","M77593","M77593_env_DPSC_1706",1706,"PLASMA",0,1,"M77593_env_DPSC_1706","",NA
"patient_2658","M77626","M77626_env_DPSC_1887",1887,"PLASMA",0,1,"M77626_env_DPSC_1887","",NA
"patient_2658","M77604","M77604_env_DPSC_1706",1706,"PLASMA",0,1,"M77604_env_DPSC_1706","",NA
"patient_2658","M77606","M77606_env_DPSC_1706",1706,"PLASMA",0,1,"M77606_env_DPSC_1706","",NA
"patient_2658","M77607","M77607_env_DPSC_1706",1706,"PLASMA",0,1,"M77607_env_DPSC_1706","",NA
"patient_2658","M77608","M77608_env_DPSC_1706",1706,"PLASMA",0,1,"M77608_env_DPSC_1706","",NA
"patient_2658","M77601","M77601_env_DPSC_1706",1706,"PLASMA",0,1,"M77601_env_DPSC_1706","M77596_env_DPSC_1706",NA
"patient_2658","M77600","M77600_env_DPSC_1706",1706,"PLASMA",0,1,"M77600_env_DPSC_1706","",NA
"patient_2658","M77596","M77596_env_DPSC_1706",1706,"PLASMA",0,0,"M77601_env_DPSC_1706","M77601_env_DPSC_1706",NA
"patient_2658","M77623","M77623_env_DPSC_1887",1887,"PLASMA",0,1,"M77623_env_DPSC_1887","M77622_env_DPSC_1887;M77624_env_DPSC_1887",NA
"patient_2658","M77622","M77622_env_DPSC_1887",1887,"PLASMA",0,0,"M77623_env_DPSC_1887","M77623_env_DPSC_1887;M77624_env_DPSC_1887",NA
"patient_2658","M77624","M77624_env_DPSC_1887",1887,"PLASMA",0,0,"M77623_env_DPSC_1887","M77623_env_DPSC_1887;M77622_env_DPSC_1887",NA
"patient_2658","M77592","M77592_env_DPSC_1706",1706,"PLASMA",0,1,"M77592_env_DPSC_1706","",NA
"patient_2658","M77594","M77594_env_DPSC_1706",1706,"PLASMA",0,1,"M77594_env_DPSC_1706","",NA
"patient_2658","M77579","M77579_env_DPSC_1309",1309,"PLASMA",0,1,"M77579_env_DPSC_1309","",NA
"patient_2658","M77595","M77595_env_DPSC_1706",1706,"PLASMA",0,0,"M77595_env_DPSC_1706","","recombinant"
"patient_2658","M77583","M77583_env_DPSC_1309",1309,"PLASMA",0,1,"M77583_env_DPSC_1309","",NA
"patient_2658","M77574","M77574_env_DPSC_1309",1309,"PLASMA",0,1,"M77574_env_DPSC_1309","",NA
"patient_2658","M77581","M77581_env_DPSC_1309",1309,"PLASMA",0,1,"M77581_env_DPSC_1309","",NA
"patient_2658","M77573","M77573_env_DPSC_1309",1309,"PLASMA",0,1,"M77573_env_DPSC_1309","",NA
"patient_2658","M77576","M77576_env_DPSC_1309",1309,"PLASMA",0,1,"M77576_env_DPSC_1309","",NA
"patient_2658","M77578","M77578_env_DPSC_1309",1309,"PLASMA",0,1,"M77578_env_DPSC_1309","",NA
"patient_2658","M77590","M77590_env_DPSC_1309",1309,"PLASMA",0,1,"M77590_env_DPSC_1309","",NA
"patient_2658","M77580","M77580_env_DPSC_1309",1309,"PLASMA",0,1,"M77580_env_DPSC_1309","",NA
"patient_2658","M77559","M77559_env_DPSC_1064",1064,"PLASMA",0,1,"M77559_env_DPSC_1064","",NA
"patient_2658","M77575","M77575_env_DPSC_1309",1309,"PLASMA",0,1,"M77575_env_DPSC_1309","",NA
"patient_2658","M77569","M77569_env_DPSC_1064",1064,"PLASMA",0,1,"M77569_env_DPSC_1064","",NA
"patient_2658","M77567","M77567_env_DPSC_1064",1064,"PLASMA",0,1,"M77567_env_DPSC_1064","",NA
"patient_2658","M77572","M77572_env_DPSC_1064",1064,"PLASMA",0,1,"M77572_env_DPSC_1064","",NA
"patient_2658","M77560","M77560_env_DPSC_1064",1064,"PLASMA",0,1,"M77560_env_DPSC_1064","",NA
"patient_2658","M77570","M77570_env_DPSC_1064",1064,"PLASMA",0,1,"M77570_env_DPSC_1064","",NA
"patient_2658","M77582","M77582_env_DPSC_1309",1309,"PLASMA",0,1,"M77582_env_DPSC_1309","",NA
"patient_2658","M77566","M77566_env_DPSC_1064",1064,"PLASMA",0,1,"M77566_env_DPSC_1064","M77568_env_DPSC_1064",NA
"patient_2658","M77568","M77568_env_DPSC_1064",1064,"PLASMA",0,0,"M77566_env_DPSC_1064","M77566_env_DPSC_1064",NA
"patient_2658","M77571","M77571_env_DPSC_1064",1064,"PLASMA",0,1,"M77571_env_DPSC_1064","",NA
"patient_2658","M77557","M77557_env_DPSC_1064",1064,"PLASMA",0,0,"M77557_env_DPSC_1064","","recombinant"
"patient_2658","M77562","M77562_env_DPSC_1064",1064,"PLASMA",0,1,"M77562_env_DPSC_1064","",NA
"patient_2658","M77588","M77588_env_DPSC_1309",1309,"PLASMA",0,1,"M77588_env_DPSC_1309","",NA
"patient_2658","M77584","M77584_env_DPSC_1309",1309,"PLASMA",0,1,"M77584_env_DPSC_1309","",NA
"patient_2658","M77561","M77561_env_DPSC_1064",1064,"PLASMA",0,1,"M77561_env_DPSC_1064","",NA
"patient_2658","M77552","M77552_env_DPSC_0",0,"PLASMA",0,1,"M77552_env_DPSC_0","",NA
"patient_2658","M77565","M77565_env_DPSC_1064",1064,"PLASMA",0,1,"M77565_env_DPSC_1064","",NA
"patient_2658","M77553","M77553_env_DPSC_0",0,"PLASMA",0,1,"M77553_env_DPSC_0","",NA
"patient_2658","M77551","M77551_env_DPSC_0",0,"PLASMA",0,1,"M77551_env_DPSC_0","",NA
"patient_2658","M77554","M77554_env_DPSC_0",0,"PLASMA",0,1,"M77554_env_DPSC_0","",NA
"patient_2658","M77558","M77558_env_DPSC_1064",1064,"PLASMA",0,1,"M77558_env_DPSC_1064","",NA
"patient_2658","M77556","M77556_env_DPSC_1064",1064,"PLASMA",0,1,"M77556_env_DPSC_1064","",NA
"patient_2658","M77563","M77563_env_DPSC_1064",1064,"PLASMA",0,1,"M77563_env_DPSC_1064","",NA
