"PATID","SEQID","FULLSEQID","COLDATE","TYPE","CENSORED","KEPT","DUPLICATE","DUPLICATES","NOTES"
"patient_34411","QJ","QJ_198_13.KC630506_PBMC_190",190,"PBMC",1,0,"QJ_198_15.KC630508_PBMC_190","QJ_198_15.KC630508_PBMC_190;QJ_198_07.KC630502_PBMC_190;QJ_198_16.KC630509_PBMC_190;QJ_198_08.KC630503_PBMC_190;QJ_198_02.KC630497_PBMC_190",NA
"patient_34411","QJ","QJ_198_07.KC630502_PBMC_190",190,"PBMC",1,0,"QJ_198_15.KC630508_PBMC_190","QJ_198_15.KC630508_PBMC_190;QJ_198_13.KC630506_PBMC_190;QJ_198_16.KC630509_PBMC_190;QJ_198_08.KC630503_PBMC_190;QJ_198_02.KC630497_PBMC_190",NA
"patient_34411","QJ","QJ_198_16.KC630509_PBMC_190",190,"PBMC",1,0,"QJ_198_15.KC630508_PBMC_190","QJ_198_15.KC630508_PBMC_190;QJ_198_13.KC630506_PBMC_190;QJ_198_07.KC630502_PBMC_190;QJ_198_08.KC630503_PBMC_190;QJ_198_02.KC630497_PBMC_190",NA
"patient_34411","QJ","QJ_198_08.KC630503_PBMC_190",190,"PBMC",1,0,"QJ_198_15.KC630508_PBMC_190","QJ_198_15.KC630508_PBMC_190;QJ_198_13.KC630506_PBMC_190;QJ_198_07.KC630502_PBMC_190;QJ_198_16.KC630509_PBMC_190;QJ_198_02.KC630497_PBMC_190",NA
"patient_34411","QJ","QJ_198_02.KC630497_PBMC_190",190,"PBMC",1,0,"QJ_198_15.KC630508_PBMC_190","QJ_198_15.KC630508_PBMC_190;QJ_198_13.KC630506_PBMC_190;QJ_198_07.KC630502_PBMC_190;QJ_198_16.KC630509_PBMC_190;QJ_198_08.KC630503_PBMC_190",NA
"patient_34411","QJ","QJ_071_16.KC630492_PBMC_63",63,"PBMC",1,1,"QJ_071_16.KC630492_PBMC_63","",NA
"patient_34411","QJ","QJ_344_02.KC630511_PBMC_336",336,"PBMC",1,1,"QJ_344_02.KC630511_PBMC_336","",NA
"patient_34411","QJ","QJ_198_14.KC630507_PBMC_190",190,"PBMC",1,1,"QJ_198_14.KC630507_PBMC_190","",NA
"patient_34411","QJ","QJ_198_06.KC630501_PBMC_190",190,"PBMC",1,1,"QJ_198_06.KC630501_PBMC_190","",NA
"patient_34411","QJ","QJ_071_15.KC630491_PBMC_63",63,"PBMC",1,0,"QJ_008_19R.KC629095_PLASMA_0","QJ_008_19R.KC629095_PLASMA_0;QJ_071_05.KC630481_PBMC_63",NA
"patient_34411","QJ","QJ_071_05.KC630481_PBMC_63",63,"PBMC",1,0,"QJ_008_19R.KC629095_PLASMA_0","QJ_008_19R.KC629095_PLASMA_0;QJ_071_15.KC630491_PBMC_63",NA
"patient_34411","QJ","QJ_008_19R.KC629095_PLASMA_0",0,"PLASMA",0,1,"QJ_008_19R.KC629095_PLASMA_0","QJ_071_15.KC630491_PBMC_63;QJ_071_05.KC630481_PBMC_63",NA
"patient_34411","QJ","QJ_198_03.KC630498_PBMC_190",190,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63",NA
"patient_34411","QJ","QJ_071_19.KC630494_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_14.KC630490_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_10.KC630486_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_08.KC630484_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_04.KC630480_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_02.KC630478_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_008_18R.KC629094_PLASMA_0",0,"PLASMA",0,1,"QJ_008_18R.KC629094_PLASMA_0","QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_20.KC630495_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_17.KC630493_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_13.KC630489_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_11.KC630487_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_09.KC630485_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_07.KC630483_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_03.KC630479_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_071_03.KC630479_PBMC_63",63,"PBMC",1,0,"QJ_008_18R.KC629094_PLASMA_0","QJ_008_18R.KC629094_PLASMA_0;QJ_071_19.KC630494_PBMC_63;QJ_071_14.KC630490_PBMC_63;QJ_071_10.KC630486_PBMC_63;QJ_071_08.KC630484_PBMC_63;QJ_071_04.KC630480_PBMC_63;QJ_071_02.KC630478_PBMC_63;QJ_071_20.KC630495_PBMC_63;QJ_071_17.KC630493_PBMC_63;QJ_071_13.KC630489_PBMC_63;QJ_071_11.KC630487_PBMC_63;QJ_071_09.KC630485_PBMC_63;QJ_071_07.KC630483_PBMC_63;QJ_198_03.KC630498_PBMC_190",NA
"patient_34411","QJ","QJ_471_04R.KC629107_PLASMA_463",463,"PLASMA",0,1,"QJ_471_04R.KC629107_PLASMA_463","",NA
"patient_34411","QJ","QJ_471_05R.KC629108_PLASMA_463",463,"PLASMA",0,1,"QJ_471_05R.KC629108_PLASMA_463","",NA
"patient_34411","QJ","QJ_471_17R.KC629118_PLASMA_463",463,"PLASMA",0,0,"QJ_471_17R.KC629118_PLASMA_463","QJ_471_06R.KC629109_PLASMA_463;QJ_471_02R.KC629105_PLASMA_463","recombinant"
"patient_34411","QJ","QJ_471_06R.KC629109_PLASMA_463",463,"PLASMA",0,0,"QJ_471_17R.KC629118_PLASMA_463","QJ_471_17R.KC629118_PLASMA_463;QJ_471_02R.KC629105_PLASMA_463",NA
"patient_34411","QJ","QJ_471_02R.KC629105_PLASMA_463",463,"PLASMA",0,0,"QJ_471_17R.KC629118_PLASMA_463","QJ_471_17R.KC629118_PLASMA_463;QJ_471_06R.KC629109_PLASMA_463",NA
"patient_34411","QJ","QJ_471_11R.KC629113_PLASMA_463",463,"PLASMA",0,0,"QJ_471_11R.KC629113_PLASMA_463","",NA
